"ID","NAME","DESCRIPTION","IID"
"GFAU","GFAU","GFI AUSTRALIA PTY LTD",769
"GFBM","GFBM","GFI BROKERS - MTF",770
"GFBO","GFBO","GFI BROKERS - OTF",771
"GFIA","GFIA","GFI AUCTIONMATCH",772
"GFIB","GFIB","GFI BROKERS",773
"GFIC","GFIC","GFI SECURITIES LTD",774
"GFIF","GFIF","GFI FOREXMATCH",775
"GFIM","GFIM","GFI MARKETMATCH",776
"GFIN","GFIN","GFI ENERGYMATCH",777
"GFIR","GFIR","GFI RATESMATCH",778
"GFKS","GFKS","GARANTUM FONDKOMMISSION AB - SYSTEMATIC INTERNALISER",779
"GFOX","GFOX","GLOBAL FUTURES AND OPTIONS LTD",780
"GFPO","GFPO","GFI PARIS - OTF",781
"GFSM","GFSM","GFI SECURITIES LTD - MTF",782
"GFSO","GFSO","GFI SECURITIES LTD - OTF",783
"GIPB","GIPB","GOLDMAN SACHS INTERNATIONAL PARIS BRANCH",784
"GLBX","GLBX","CME GLOBEX",785
"GLLC","GLLC","GATE US LLC",786
"GLMX","GLMX","GLMX",787
"GLOM","GLOM","GLOMAX EXCHANGE LTD",788
"GLPS","GLPS","ESSEX RADEZ, LLC",789
"GLPX","GLPX","ACS EXECUTION SERVICES, LLC",790
"GMBG","GMBG","MTF SOFIA - GROWTH MARKET",791
"GMEG","GMEG","GMEX EXCHANGE",792
"GMEO","GMEO","GRIFFIN MARKETS EUROPE - OTF",793
"GMES","GMES","GRIFFIN MARKETS EUROPE",794
"GMEX","GMEX","GREENMARKET EXCHANGE",795
"GMGD","GMGD","GMG DUBAI LIMITED",796
"GMGE","GMGE","GMG EUROPE B.V.",797
"GMGL","GMGL","GMG BROKERS LIMITED",798
"GMNI","GMNI","ISE GEMINI EXCHANGE",799
"GMTF","GMTF","GALAXY",800
"GMTS","GMTS","MTS GERMANY",801
"GOTC","GOTC","GLOBAL OTC",802
"GOVX","GOVX","GOVEX",803
"GPBC","GPBC","GPB-FINANCIAL SERVICES LTD - SYSTEMATIC INTERNALISER",804
"GREE","GREE","THE GREEN EXCHANGE",805
"GRIF","GRIF","GRIFFIN MARKETS LIMITED",806
"GRIO","GRIO","GRIFFIN MARKETS LIMITED - OTF",807
"GROW","GROW","BME GROWTH MARKET",808
"GRSE","GRSE","THE GREEN STOCK EXCHANGE - ACB IMPACT MARKETS",809
"GSAL","GSAL","GOLDMAN SACHS (ASIA) LLC",810
"GSBE","GSBE","GOLDMAN SACHS BANK EUROPE SE",811
"GSBX","GSBX","GOLDMAN SACHS INTERNATIONAL - SIGMA BCN",812
"GSCI","GSCI","THE GUYANA ASSOCIATION OF SECURITIES COMPANIES AND INTERMEDIARIES INC.",813
"GSCO","GSCO","GOLDMAN SACHS AND CO.",814
"GSEF","GSEF","GFI SWAPS EXCHANGE, LLC",815
"GSEI","GSEI","GOLDMAN SACHS BANK EUROPE SE - SYSTEMATIC INTERNALISER",816
"GSIB","GSIB","GOLDMAN SACHS INTERNATIONAL BANK",817
"GSIL","GSIL","GOLDMAN SACHS INTERNATIONAL",818
"GSPL","GSPL","GS PRINCIPAL LIQUIDITY ASIA",819
"GSPX","GSPX","GOLDMAN SACHS INTERNATIONAL PARIS BRANCH - SYSTEMATIC INTERNALISER",820
"GSSI","GSSI","GOLDMAN SACHS INTERNATIONAL - SYSTEMATIC INTERNALISER",821
"GSXC","GSXC","GSX CHINA",822
"GSXH","GSXH","GSX HONG KONG",823
"GSXK","GSXK","GSX KOREA",824
"GSXL","GSXL","THE GIBRALTAR STOCK EXCHANGE",825
"GSXT","GSXT","GSX TAIWAN",826
"GTCO","GTCO","KCG AMERICAS LLC",827
"GTSX","GTSX","GTSX",828
"GTXE","GTXE","GTX ECN",829
"GTXS","GTXS","GTX SEF, LLC",830
"GXGF","GXGF","GXG MTF FIRST QUOTE",831
"GXGM","GXGM","GXG MTF",832
"GXGR","GXGR","GXG MARKETS A/S",833
"GXMA","GXMA","GX MARKETCENTER",834
"HAMA","HAMA","BOERSE HAMBURG - REGULIERTER MARKT",835
"HAMB","HAMB","BOERSE HAMBURG - FREIVERKEHR",836
"HAML","HAML","BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE",837
"HAMM","HAMM","BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE - REGULIERTER MARKT",838
"HAMN","HAMN","BOERSE HAMBURG - LANG AND SCHWARZ EXCHANGE - FREIVERKEHR",839
"HANA","HANA","BOERSE HANNOVER - REGULIERTER MARKT",840
"HANB","HANB","BOERSE HANNOVER - FREIVERKEHR",841
"HBFR","HBFR","HSBC CONTINENTAL EUROPE - SYSTEMATIC INTERNALISER",842
"HBPL","HBPL","HSBC BANK POLSKA S.A. - SYSTEMATIC INTERNALISER",843
"HCER","HCER","HI-CERT - MULTILATERAL TRADING FACILITY",844
"HCHC","HCHC","ICE CLEAR NETHERLANDS B.V.",845
"HDAT","HDAT","ELECTRONIC SECONDARY SECURITIES MARKET (HDAT)",846
"HEDE","HEDE","HENEX FINANCIAL ENERGY MARKET - DERIVATIVES MARKET",847
"HEGX","HEGX","NADEX",848
"HELA","HELA","HELABA - SYSTEMATIC INTERNALISER",849
"HEMO","HEMO","HENEX S.A.",850
"HESP","HESP","HENEX ELECTRICITY SPOT MARKET",851
"HGSP","HGSP","HENEX GAS SPOT MARKET",852
"HKME","HKME","HONG KONG MERCANTILE EXCHANGE",853
"HMOD","HMOD","HI-MTF ORDER DRIVEN",854
"HMTF","HMTF","HI-MTF",855
"HOTC","HOTC","HELLENIC EXCHANGE OTC MARKET",856
"HPCO","HPCO","HPC ETRADING",857
"HPCS","HPCS","HPC ENERGY TRADING",858
"HPCV","HPCV","HPC SA - VOICE OTF",859
"HPCX","HPCX","HPC SA",860
"HPPO","HPPO","POTAMUS TRADING LLC",861
"HPSO","HPSO","HPC OTF - UK ETRADING PLATFORM",862
"HPSX","HPSX","HPC OTF",863
"HREU","HREU","HRTEU LIMITED - SYSTEMATIC INTERNALISER",864
"HRFQ","HRFQ","HI-MTF RFQ",865
"HRSI","HRSI","HUDSON RIVER TRADING - SYSTEMATIC INTERNALISER",866
"HRTF","HRTF","HUDSON RIVER TRADING (HRT)",867
"HRTX","HRTX","HUDSON RIVER TRADING",868
"HSBC","HSBC","HSBC - SYSTEMATIC INTERNALISER",869
"HSBT","HSBT","HSBC TRINKAUS AND BURKHARDT AG - SYSTEMATIC INTERNALISER",870
"HSFX","HSFX","HOTSPOT FX",871
"HSTC","HSTC","HANOI STOCK EXCHANGE",872
"HSXA","HSXA","HSBC-X HONG KONG",873
"HSXE","HSXE","HSBC-X UNITED KINGDOM",874
"HUDX","HUDX","HUNGARIAN DERIVATIVE ENERGY EXCHANGE",875
"HUNG","HUNG","MTS HUNGARY",876
"HUPX","HUPX","HUNGARIAN POWER EXCHANGE",877
"IATS","IATS","INTERACTIVE BROKERS LLC - ATS",878
"IBAL","IBAL","ICE BENCHMARK ADMINISTRATION",879
"IBEQ","IBEQ","INVEST BANCA - IBIS EQUITY - SYSTEMATIC INTERNALISER",880
"IBER","IBER","IBERCAJA BANCO SA",881
"IBEX","IBEX","INDEPENDENT BULGARIAN ENERGY EXCHANGE",882
"IBGH","IBGH","IBERIAN GAS HUB",883
"IBIS","IBIS","INVEST BANCA - SYSTEMATIC INTERNALISER",884
"IBLX","IBLX","INSTINET BLX",885
"IBSI","IBSI","INTERACTIVE BROKERS - SYSTEMATIC INTERNALISER",886
"IBUL","IBUL","BULGARIAN STOCK EXCHANGE - INTERNATIONAL INSTRUMENTS",887
"ICAH","ICAH","TRAYPORT",888
"ICAP","ICAP","ICAP EUROPE",889
"ICAS","ICAS","ICAP ENERGY AS",890
"ICAT","ICAT","ICAP HYDE TANKER DERIVATIVES LIMITED",891
"ICBX","ICBX","INSTINET CBX (US)",892
"ICDX","ICDX","INDONESIA COMMODITY AND DERIVATIVES EXCHANGE",893
"ICEL","ICEL","ISLAND ECN LTD, THE",894
"ICEN","ICEN","ICAP ENERGY",895
"ICEO","ICEO","ICAP ENERGY - OTF",896
"ICES","ICES","ICE SWAP TRADE LLC",897
"ICEU","ICEU","INTERCONTINENTAL EXCHANGE - ICE FUTURES EUROPE",898
"ICHK","ICHK","NOMURA ICE  - HK",899
"ICKR","ICKR","NOMURA ICE  - KR",900
"ICOR","ICOR","ICAP EU -  OTF - REGISTRATION",901
"ICOT","ICOT","ICAP EU - OTF",902
"ICPM","ICPM","TP ICAP UK MTF",903
"ICRO","ICRO","INSTINET VWAP CROSS",904
"ICSE","ICSE","ICAP SECURITIES",905
"ICSH","ICSH","NOMURA ICE  - SH",906
"ICSU","ICSU","ICAP SEF (US)  LLC.",907
"ICSZ","ICSZ","NOMURA ICE  - SZ",908
"ICTQ","ICTQ","ICAP TRUEQUOTE",909
"ICTW","ICTW","NOMURA ICE  - TW",910
"ICUR","ICUR","CURRENEX IRELAND MTF",911
"ICUS","ICUS","ICE FUTURES U.S. INC",912
"ICXL","ICXL","INDIAN COMMODITY EXCHANGE LTD.",913
"ICXR","ICXR","CURRENEX IRELAND MTF - RFQ",914
"IDXM","IDXM","IDX MARKETS, LLC",915
"IEBS","IEBS","EBS MTF - RFQ - FX PRODUCTS FOR ASSET MANAGERS",916
"IECE","IECE","ICAP ENERGY LTD OTF - EUROPEAN COMMODITIES AND ENERGY DERIVATIVES",917
"IECL","IECL","ICAP ENERGY LTD OTF - COMMODITIES AND ENERGY DERIVATIVES",918
"IENG","IENG","INFOENGINE OTC",919
"IEPA","IEPA","INTERCONTINENTAL EXCHANGE",920
"IEXC","IEXC","INVESTORS EXCHANGE - DAX FACILITY",921
"IEXD","IEXD","INVESTORS EXCHANGE - DARK",922
"IEXG","IEXG","INVESTORS EXCHANGE",923
"IFAD","IFAD","ICE FUTURES ABU DHABI",924
"IFBX","IFBX","IRAN FARA BOURSE",925
"IFCA","IFCA","ICE FUTURES CANADA",926
"IFED","IFED","ICE FUTURES U.S. ENERGY DIVISION",927
"IFEN","IFEN","ICE FUTURES EUROPE - OIL AND REFINED PRODUCTS DIVISION",928
"IFEU","IFEU","ICE FUTURES EUROPE",929
"IFLL","IFLL","ICE FUTURES EUROPE - FINANCIAL PRODUCTS DIVISION",930
"IFLO","IFLO","ICE FUTURES EUROPE - EQUITY PRODUCTS DIVISION",931
"IFLS","IFLS","SWAPXECUTE",932
"IFLX","IFLX","ICE FUTURES EUROPE - AGRICULTURAL PRODUCTS DIVISION",933
"IFSG","IFSG","ICE FUTURES SINGAPORE",934
"IFSM","IFSM","INSTITUTIONAL FINANCIAL SECURITIES MARKET",935
"IFUS","IFUS","ICE FUTURES U.S.",936
"IFUT","IFUT","ICE FUTURES EUROPE - EUROPEAN UTILITIES DIVISION",937
"IFXA","IFXA","FX CONNECT IRELAND MTF - ALLOCATIONS",938
"IFXC","IFXC","FX CONNECT IRELAND MTF",939
"IFXR","IFXR","FX CONNECT IRELAND MTF - RFQ",940
"IGDL","IGDL","ICAP GLOBAL DERIVATIVES LIMITED",941
"IIDX","IIDX","INSTINET IDX",942
"IINX","IINX","INDIA INTERNATIONAL EXCHANGE (IFSC) LIMITED",943
"IKBS","IKBS","IKB DEUTSCHE INDUSTRIEBANK AG - SYSTEMATIC INTERNALISER",944
"ILCM","ILCM","LOUIS CAPITAL MARKETS UK",945
"IMAG","IMAG","ICE MARKETS AGRICULTURE",946
"IMBD","IMBD","ICE MARKETS BONDS",947
"IMCC","IMCC","ICE CREDIT TRADE",948
"IMCD","IMCD","ICAP MTF - CREDIT DERIVATIVES",949
"IMCE","IMCE","TP ICAP UK MTF - CASH EQUITY",950
"IMCG","IMCG","CREDITEX LLC",951
"IMCM","IMCM","ICAP MTF - COMMODITIES",952
"IMCO","IMCO","ICE ENDEX OTF FUTURES",953
"IMCR","IMCR","ICE MARKETS CREDIT",954
"IMCS","IMCS","IMC FINANCIAL MARKETS",955
"IMCT","IMCT","IMC - SYSTEMATIC INTERNALISER",956
"IMED","IMED","TP ICAP UK MTF - EQUITY DERIVATIVES",957
"IMEN","IMEN","ICE MARKETS ENERGY",958
"IMEQ","IMEQ","ICE MARKETS EQUITY",959
"IMET","IMET","TP ICAP UK MTF - EXCHANGE TRADED PRODUCTS",960
"IMEX","IMEX","IRAN MERCANTILE EXCHANGE",961
"IMFD","IMFD","TP ICAP UK MTF - FX DERIVATIVES",962
"IMFX","IMFX","ICE MARKETS FOREIGN EXCHANGE",963
"IMGB","IMGB","TP ICAP UK MTF - GOVERNMENT BONDS EXCLUDING GILTS",964
"IMGI","IMGI","TP ICAP UK MTF - GILTS",965
"IMIR","IMIR","ICE MARKETS RATES",966
"IMMH","IMMH","IMMH - INTESA SANPAOLO - SYSTEMATIC INTERNALISER",967
"IMMM","IMMM","TP ICAP UK MTF - MONEY MARKET INSTRUMENTS",968
"IMRD","IMRD","TP ICAP UK MTF - INTEREST RATE DERIVATIVES",969
"IMSB","IMSB","TP ICAP UK MTF - CORPORATE BONDS AND SECURITIES DEBT",970
"IMTF","IMTF","INTEGRAL MTF",971
"IMTS","IMTS","MTS IRELAND",972
"INCA","INCA","INSTINET DESK CROSS",973
"INCR","INCR","INTELLIGENTCROSS",974
"INGB","INGB","ING BANK NV - SYSTEMATIC INTERNALISER",975
"INGE","INGE","ING BANK NV - SPRINTERS AND EQUITY - SYSTEMATIC INTERNALISER",976
"INGF","INGF","ING BANK NV - FOREIGN EXCHANGE - SYSTEMATIC INTERNALISER",977
"INGU","INGU","ING BANK NV - SYSTEMATIC INTERNALISER - LONDON BRANCH",978
"INGW","INGW","ING BANK SLASKI SA - SYSTEMATIC INTERNALISER",979
"INSE","INSE","NSE IFSC LIMITED",980
"INTL","INTL","STONEX FINANCIAL INC.",981
"INVE","INVE","INVESTEC BANK PLC - SYSTEMATIC INTERNALISER",982
"IOCD","IOCD","ICAP UK OTF - CREDIT DERIVATIVES",983
"IOED","IOED","ICAP UK OTF - EQUITY DERIVATIVES",984
"IOFB","IOFB","ICAP SECURITIES OTF - BUTLER FX DERIVATIVES",985
"IOFI","IOFI","ICAP UK OTF - CORPORATE BONDS AND SECURITISED DEBT",986
"IOFX","IOFX","ICAP UK OTF - FX DERIVATIVES",987
"IOGB","IOGB","ICAP UK OTF - GOVERNMENT BONDS EXCLUDING  UK GILTS",988
"IOGI","IOGI","ICAP UK OTF - GOVERNMENT BONDS - UK GILTS",989
"IOIR","IOIR","ICAP UK OTF - INTEREST RATE DERIVATIVES",990
"IOMM","IOMM","ICAP UK OTF - MONEY MARKET INSTRUMENTS",991
"IOTC","IOTC","INSTINET EUROPE LIMITED OTC",992
"IOTF","IOTF","ICAP UK OTF",993
"IPNL","IPNL","ISWAP EURO MTF",994
"IPSX","IPSX","IPSX",995
"IPXP","IPXP","IPSX PRIME",996
"IPXW","IPXW","IPSX WHOLESALE",997
"ISBA","ISBA","BANCA DI ASTI - SYSTEMATIC INTERNALISER",998
"ISBV","ISBV","BIVER BANCA - SYSTEMATIC INTERNALISER",999
"ISDA","ISDA","ISDAFIX",1000
"ISDX","ISDX","ICAP SECURITIES & DERIVATIVES EXCHANGE LIMITED",1001
"ISEC","ISEC","FIRST NORTH ICELAND",1002
"ISEX","ISEX","INTER-CONNECTED STOCK EXCHANGE OF INDIA LTD",1003
"ISSI","ISSI","ICBC STANDARD BANK - SYSTEMATIC INTERNALISER",1004
"ISWA","ISWA","ISWAP UK MTF",1005
"ISWB","ISWB","ISWAP UK MTF - TRADE REGISTRATION",1006
"ISWC","ISWC","ISWAP UK MTF ORDER BOOK",1007
"ISWE","ISWE","ICAP GLOBAL DERIVATIVES LIMITED - ELECTRONIC",1008
"ISWN","ISWN","ISWAP EURO MTF - TRADE REGISTRATION",1009
"ISWO","ISWO","ISWAP EURO MTF - ORDERBOOK",1010
"ISWP","ISWP","ISWAP EURO MTF",1011
"ISWR","ISWR","ISWAP UK MTF TARGETED STREAMING/RFQ",1012
"ISWT","ISWT","ISWAP EURO MTF - TARGETED STREAMING / RFQ",1013
"ISWV","ISWV","ICAP GLOBAL DERIVATIVES LIMITED - VOICE",1014
"ITGI","ITGI","ITG - POSIT",1015
"ITGL","ITGL","POSIT MTF",1016
"ITSM","ITSM","AIM ITALIA - MERCATO ALTERNATIVO DEL CAPITALE",1017
"IUOB","IUOB","ICAP UK OTF - ORDERBOOK",1018
"IVZX","IVZX","INVESCO CANADA PTF TRADES",1019
"IXSP","IXSP","INTERNATIONAL STOCK EXCHANGE SAINT-PETERSBOURG",1020
"JADX","JADX","JOINT ASIAN DERIVATIVES EXCHANGE",1021
"JASR","JASR","JAPANCROSSING",1022
"JATA","JATA","JASDAQ TACHIAIGAI (OFF-FLOOR MARKET)",1023
"JBSI","JBSI","JYSKE BANK - SYSTEMATIC INTERNALISER",1024
"JBUL","JBUL","BULGARIAN STOCK EXCHANGE - INTERNATIONAL MTF",1025
"JEFE","JEFE","JEFFERIES EUROPE",1026
"JEFS","JEFS","JEFFERIES INTERNATIONAL - SYSTEMATIC INTERNALISER",1027
"JEFX","JEFX","JETX",1028
"JESI","JESI","JEFFERIES EUROPE - SYSTEMATIC INTERNALISER",1029
"JISI","JISI","JEFFERIES INTERNATIONAL",1030
"JLEQ","JLEQ","JUMP LIQUIDITY - US EQUITY PLATFORM",1031
"JLEU","JLEU","JUMP LIQUIDITY EU EQUITY PLATFORM",1032
"JLQD","JLQD","JUMP LIQUIDITY - MULTI-ASSET PLATFORM",1033
"JLSI","JLSI","JUMP LIQUIDITY - SYSTEMATIC INTERNALISER",1034
"JNSI","JNSI","JANE STREET NETHERLANDS B.V. - SYSTEMATIC INTERNALISER",1035
"JNST","JNST","JANE STREET CAPITAL, LLC",1036
"JPBX","JPBX","JPBX",1037
"JPCB","JPCB","JPMORGAN CHASE BANK N.A. LONDON BRANCH",1038
"JPEU","JPEU","J.P. MORGAN SE - SYSTEMATIC INTERNALISER",1039
"JPMI","JPMI","JP MORGAN - JPMI MARKET",1040
"JPMS","JPMS","JPMS, LLC",1041
"JPMX","JPMX","JPMX",1042
"JPSI","JPSI","J.P. MORGAN SECURITIES PLC",1043
"JSEB","JSEB","JSE BOND ELECTRONIC TRADING PLATFORM",1044
"JSEF","JSEF","JAVELIN SEF, LLC",1045
"JSER","JSER","JSE REPO MARKET",1046
"JSES","JSES","JANE STREET EXECUTION SERVICES LLC",1047
"JSJX","JSJX","JANE STREET JX",1048
"JSSI","JSSI","JANE STREET FINANCIAL LTD - SYSTEMATIC INTERNALISER",1049
"JYSI","JYSI","DEN JYSKE SPAREKASSE - SYSTEMATIC INTERNALISER",1050
"KABU","KABU","KABU.COM PTS",1051
"KAIX","KAIX","KAI-X",1052
"KBCB","KBCB","KBC BANK NV  GROUP MARKETS - SYSTEMATIC INTERNALISER",1053
"KBLC","KBLC","QUINTET PRIVATE BANK (EUROPE) S.A. - EURO COMMERCIAL PAPERS",1054
"KBLL","KBLL","QUINTET PRIVATE BANK (EUROPE) S.A.",1055
"KBLM","KBLM","KYTE BROKING LIMITED",1056
"KBLS","KBLS","QUINTET PRIVATE BANK (EUROPE) S.A. - STRUCTURED PRODUCTS",1057
"KBLT","KBLT","QUINTET PRIVATE BANK (EUROPE) S.A. - FX TREASURY DERIVATIVES",1058
"KCCP","KCCP","KELER CCP",1059
"KDPW","KDPW","KDPW_CCP",1060
"KELR","KELR","KELER",1061
"KHHU","KHHU","K AND H BANK ZRT - SYSTEMATIC INTERNALISER",1062
"KLEU","KLEU","KNIGHT LINK EUROPE",1063
"KLSH","KLSH","KALSHIEX LLC",1064
"KMTS","KMTS","EUROMTS LINKERS MARKET",1065
"KMUX","KMUX","ZURCHER KANTONALBANK - EKMU-X",1066
"KNCM","KNCM","KNIGHT CAPITAL MARKETS LLC",1067
"KNEM","KNEM","KNIGHT EQUITY MARKETS LP",1068
"KNIG","KNIG","KNIGHT",1069
"KNLI","KNLI","KNIGHT LINK",1070
"KNMX","KNMX","KNIGHT MATCH ATS",1071
"KOCN","KOCN","KOREA ECN SECURITIES CO. LTD (ATS)",1072
"KOME","KOME","KOMERCNI BANKA, A.S.",1073
"KOTF","KOTF","OTFLINK",1074
"KRME","KRME","PAYWARD MENA HOLDINGS LTD.",1075
"LAFD","LAFD","FLOW DARK",1076
"LAFL","LAFL","LAVAFLOW ECN",1077
"LAFX","LAFX","LAVAFX",1078
"LAMP","LAMP","LAMPOST CAPITAL",1079
"LASF","LASF","LATAM SEF",1080
"LASP","LASP","LAN AND SPAR BANK A/S",1081
"LATG","LATG","GFI SECURITIES LLC - CREDITMATCH (LATG)",1082
"LAVA","LAVA","LAVA TRADING (CITI)",1083
"LBBW","LBBW","LBBW - LANDESBANK BADEN-WUERTTEMBERG",1084
"LBCM","LBCM","LLOYDS BANK CORPORATE MARKETS - SYSTEMATIC INTERNALISER",1085
"LBCW","LBCW","LLOYDS BANK CORPORATE MARKETS WERTPAPIERHANDELSBANK GMBH - SYSTEMATIC INTERNALISER",1086
"LBWL","LBWL","LBBW - LANDESBANK BADEN-WUERTTEMBERG - LIQUIDITY PROVIDER",1087
"LBWS","LBWS","LBBW - LANDESBANK BADEN-WUERTTEMBERG - SYSTEMATIC INTERNALISER",1088
"LCHC","LCHC","LCH.CLEARNET",1089
"LCUR","LCUR","CURRENEX LDFX",1090
"LEBV","LEBV","LEDGEREDGE B.V.",1091
"LEDG","LEDG","LEDGERX",1092
"LELE","LELE","LEDGEREDGE",1093
"LESI","LESI","LEDGEREDGE SECURITIES INC.",1094
"LEUE","LEUE","LIQUIDNET EU LIMITED EQUITY MTF",1095
"LEUF","LEUF","LIQUIDNET EU LIMITED FIXED INCOME MTF",1096
"LEVL","LEVL","LEVEL ATS",1097
"LICA","LICA","LIQUIDNET CANADA ATS",1098
"LIFI","LIFI","LIQUIDNET, INC. FIXED INCOME ATS",1099
"LIGA","LIGA","LIGA BANK EG - SYSTEMATIC INTERNALISER",1100
"LIQF","LIQF","LIQUIDNET EUROPE LIMITED",1101
"LIQH","LIQH","LIQUIDNET H20",1102
"LIQU","LIQU","LIQUIDNET SYSTEMS",1103
"LISX","LISX","CBOE  EUROPE - LIS SERVICE",1104
"LISZ","LISZ","CBOE EUROPE - LIS SERVICE (NL)",1105
"LIUH","LIUH","LIQUIDNET, INC. H2O ATS",1106
"LIUS","LIUS","LIQUIDNET, INC.",1107
"LLAT","LLAT","LIECHTENSTEINISCHE LANDESBANK (OSTERREICH) AG - SYSTEMATIC INTERNALISER",1108
"LMAD","LMAD","LMAX - DERIVATIVES",1109
"LMAE","LMAE","LMAX - EQUITIES",1110
"LMAF","LMAF","LMAX - FX",1111
"LMAO","LMAO","LMAX - INDICES/RATES/COMMODITIES",1112
"LMAX","LMAX","LMAX",1113
"LMEC","LMEC","LME CLEAR",1114
"LMNR","LMNR","LUMINOR BANK AS",1115
"LMNX","LMNX","LUMINEX TRADING & ANALYTICS LLC - ATS",1116
"LMTS","LMTS","EUROGLOBALMTS",1117
"LNEQ","LNEQ","TP ICAP EU - MTF - LIQUIDNET EU EQUITY",1118
"LNFI","LNFI","TP ICAP EU - MTF - LIQUIDNET EU FIXED INCOME",1119
"LOTC","LOTC","OTC MARKET",1120
"LOUI","LOUI","LOUIS CAPITAL MARKETS UK LLP",1121
"LOYD","LOYD","LLOYDS BANK - SYSTEMATIC INTERNALISER",1122
"LPPM","LPPM","LONDON PLATINUM AND PALLADIUM MARKET",1123
"LPSF","LPSF","LPSFX LLC",1124
"LQED","LQED","LIQUIDITYEDGE",1125
"LQFI","LQFI","CITI LIQUIFI",1126
"LSSI","LSSI","LANG AND SCHWARZ TRADE CENTER - SYSTEMATIC INTERNALISER",1127
"LTAA","LTAA","LUMINEX TRADING & ANALYTICS LLC",1128
"LTSE","LTSE","LONG-TERM STOCK EXCHANGE, INC.",1129
"LXJP","LXJP","BARCLAYS LX JAPAN",1130
"LYNX","LYNX","LYNX ATS",1131
"MABX","MABX","BME MTF EQUITY (IIC AND ECR SEGMENTS)",1132
"MACB","MACB","MACQUARIE AUSTRALIA BLOCK CROSSING",1133
"MACX","MACX","MERCATO ALTERNATIVO DEL CAPITALE",1134
"MAEL","MAEL","MARKETAXESS EUROPE LIMITED",1135
"MAGM","MAGM","MAGMA ATS",1136
"MAKX","MAKX","MAKOR SECURITIES LONDON LTD",1137
"MALM","MALM","MARKETAXESS SINGAPORE PTE LIMITED - LIVE MARKETS",1138
"MALX","MALX","MALDIVES STOCK EXCHANGE",1139
"MANL","MANL","MARKETAXESS NL B.V.",1140
"MAQE","MAQE","MACQUARIE BANK EUROPE DESIGNATED ACTIVITY COMPANY - SYSTEMATIC INTERNALISER",1141
"MAQH","MAQH","MACQUARIE INTERNAL MARKETS (HONG KONG)",1142
"MAQI","MAQI","MACQUARIE BANK INTERNATIONAL LIMITED - SYSTEMATIC INTERNALISER",1143
"MAQJ","MAQJ","MACQUARIE INTERNAL MARKETS (JAPAN)",1144
"MAQL","MAQL","MACQUARIE CAPITAL EUROPE LIMITED",1145
"MAQU","MAQU","MACQUARIE BANK LIMITED, LONDON BRANCH - SYSTEMATIC INTERNALISER",1146
"MAQX","MAQX","MACQUARIE INTERNAL MARKETS (AUSTRALIA)",1147
"MARF","MARF","MERCADO ALTERNATIVO DE RENTA FIJA",1148
"MASG","MASG","MARKETAXESS SINGAPORE PTE LIMITED",1149
"MATN","MATN","MATCH NOW",1150
"MATX","MATX","MATRIX LIMITED",1151
"MAXD","MAXD","MAX MARKETS LIMITED",1152
"MBCP","MBCP","MILLENNIUM BCP-SYSTEMATIC INTERNALISER",1153
"MBPL","MBPL","MBANK S.A. - SYSTEMATIC INTERNALISER",1154
"MBSI","MBSI","MORGAN STANLEY BANK INTERNATIONAL LIMITED - SYSTEMATIC INTERNALISER",1155
"MBUL","MBUL","MTF SOFIA",1156
"MCAD","MCAD","MTS CASH DOMESTIC - MTF",1157
"MCID","MCID","MACQUARIE CAPITAL (IRELAND)",1158
"MCRY","MCRY","ISE MERCURY, LLC",1159
"MCSE","MCSE","NASDAQ COPENHAGEN A/S - AUCTION ON DEMAND",1160
"MCUR","MCUR","CURRENEX MTF",1161
"MCXR","MCXR","CURRENEX MTF - RFQ",1162
"MCXS","MCXS","CURRENEX MTF - STREAMING",1163
"MCXX","MCXX","METROPOLITAN STOCK EXCHANGE OF INDIA LIMITED",1164
"MCZK","MCZK","MTS CZECH REPUBLIC",1165
"MDIP","MDIP","MEDIP  (MTS PORTUGAL SGMR, SA)",1166
"MDRV","MDRV","MIBGAS - DERIVATIVES",1167
"MEAU","MEAU","MACQUARIE EXECUTION (AU)",1168
"MEHK","MEHK","MACQUARIE EXECUTION (HK)",1169
"MELO","MELO","NASDAQ MIDPOINT-ELO (M-ELO)",1170
"MEMD","MEMD","MEMX LLC DARK",1171
"MEMM","MEMM","MEMX LLC RETAIL MIDPOINT",1172
"MEMX","MEMX","MEMX LLC EQUITIES",1173
"MERD","MERD","MERKUR MARKET - DARK POOL",1174
"MERF","MERF","MERCADO ELECTRONICO DE RENTA FIJA",1175
"MERK","MERK","EURONEXT GROWTH - OSLO",1176
"MESI","MESI","MORGAN STANLEY EUROPE S.E. - SYSTEMATIC INTERNALISER",1177
"MESQ","MESQ","ACE MARKET",1178
"METZ","METZ","MET ZURICH",1179
"MFGL","MFGL","MF GLOBAL ENERGY MTF",1180
"MFOX","MFOX","EURONEXT - MERCADO DE FUTUROS E OPÇÕES",1181
"MFXA","MFXA","FX CONNECT - MTF - ALLOCATIONS",1182
"MFXC","MFXC","FX CONNECT - MTF",1183
"MFXR","MFXR","FX CONNECT - MTF - RFQ",1184
"MHBD","MHBD","MIZUHO BANK, LTD. DUESSELDORF BRANCH - SYSTEMATIC INTERNALISER",1185
"MHBE","MHBE","MIZUHO BANK EUROPE N.V. - SYSTEMATIC INTERNALISER",1186
