"ID","NAME","DESCRIPTION","IID"
"SISU","SISU","SUSQUEHANNA INTERNATIONAL SECURITIES LIMITED - LONDON BRANCH - SYSTEMATIC INTERNALISER",1583
"SKBB","SKBB","SKB BANKA D.D. LJUBLJANA",1584
"SKSI","SKSI","SPAREKASSEN KRONJYLLAND - SYSTEMATIC INTERNALISER",1585
"SKYX","SKYX","SKYTRA",1586
"SLHB","SLHB","SALZBURGER LANDES-HYPOTHEKENBANK",1587
"SLKK","SLKK","MTS SLOVAKIA",1588
"SLXT","SLXT","SL-X - SECURITIES LENDING MTF",1589
"SMBB","SMBB","SUMITOMO MITSUI BANKING CORPORATION - BRUSSELS BRANCH - SYSTEMATIC INTERNALISER",1590
"SMBC","SMBC","SMBC NIKKO SNET DARKPOOL - SYSTEMATIC INTERNALISER",1591
"SMBD","SMBD","SUMITOMO MITSUI BANKING CORPORATION - DUESSELDORF BRANCH - SYSTEMATIC INTERNALISER",1592
"SMBE","SMBE","SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED",1593
"SMBG","SMBG","SUMITOMO MITSUI BANKING CORPORATION - LONDON BRANCH - SYSTEMATIC INTERNALISER",1594
"SMBP","SMBP","SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED - PARIS BRANCH",1595
"SMEX","SMEX","SINGAPORE MERCANTILE EXCHANGE PTE LTD",1596
"SMFE","SMFE","SMALL EXCHANGE, INC - DESIGNATED CONTRACT MARKET",1597
"SMFF","SMFF","SMBC BANK EU AG - SYSTEMATIC INTERNALISER",1598
"SMTS","SMTS","MTS SPAIN",1599
"SNSI","SNSI","SPAR NORD BANK - SYSTEMATIC INTERNALISER",1600
"SNUK","SNUK","SANTANDER UK - SYSTEMATIC INTERNALISER",1601
"SOHO","SOHO","TWO SIGMA SECURITIES, LLC",1602
"SPAD","SPAD","SPAD TRADING",1603
"SPAX","SPAX","SPECTRAXE",1604
"SPBE","SPBE","SPB EXCHANGE - ALL MARKETS",1605
"SPDX","SPDX","SPREADEX",1606
"SPEC","SPEC","MAREX SPECTRON INTERNATIONAL LIMITED OTF",1607
"SPEX","SPEX","SPECTRUM MARKETS",1608
"SPIM","SPIM","ST. PETERSBURG INTERNATIONAL MERCANTILE EXCHANGE",1609
"SPRZ","SPRZ","SPREADZERO",1610
"SPTR","SPTR","SPAREBANK 1 SMN - SYSTEMATIC INTERNALISER",1611
"SPTX","SPTX","SPOT FX",1612
"SPXE","SPXE","SPX",1613
"SQUA","SQUA","SQUARE GLOBAL - OTF",1614
"SSBI","SSBI","STATE STREET BANK INTERNATIONAL GMBH",1615
"SSBM","SSBM","STATE STREET BANK INTERNATIONAL FX - SYSTEMATIC INTERNALISER",1616
"SSBT","SSBT","STATE STREET BANK AND TRUST COMPANY",1617
"SSEX","SSEX","SOCIAL STOCK EXCHANGE",1618
"SSFX","SSFX","STATE STREET BANK AND TRUST FX - SYSTEMATIC INTERNALISER",1619
"SSIL","SSIL","STATE STREET BANK INTERNATIONAL FX - LONDON BRANCH - SYSTEMATIC INTERNALISER",1620
"SSME","SSME","FIRST NORTH SWEDEN - SME GROWTH MARKET",1621
"SSOB","SSOB","BONDVISION EUROPE MTF",1622
"SSTX","SSTX","E-EXCHANGE",1623
"SSWM","SSWM","SSW MARKET MAKING - SYSTEMATIC INTERNALISER",1624
"STAL","STAL","SCHNEIDER OTF",1625
"STAN","STAN","STANDARD CHARTERED - SYSTEMATIC INTERNALISER",1626
"STEE","STEE","NASDAQ COMMODITIES - STEEL COMMODITY",1627
"STFL","STFL","STIFEL NICOLAUS EUROPE LIMITED - SYSTEMATIC INTERNALISER",1628
"STFU","STFU","STIFEL, NICOLAUS AND COMPANY, INCORPORATED",1629
"STFX","STFX","STIFEL, NICOLAUS AND COMPANY, INCORPORATED",1630
"STOX","STOX","STOXX LIMITED",1631
"STRM","STRM","PURESTREAM",1632
"STRT","STRT","PRAGUE STOCK EXCHANGE - START (MTF)",1633
"STSI","STSI","SUN TRADING INTERNATIONAL - SYSTEMATIC INTERNALISER",1634
"STUA","STUA","BOERSE STUTTGART - REGULIERTER MARKT",1635
"STUB","STUB","BOERSE STUTTGART - FREIVERKEHR",1636
"STUC","STUC","BOERSE STUTTGART - REGULIERTER MARKT - TECHNICAL PLATFORM 2",1637
"STUD","STUD","BOERSE STUTTGART - FREIVERKEHR - TECHNICAL PLATFORM 2",1638
"STUE","STUE","BOERSE STUTTGART - REGULIERTER MARKT - TECHNICAL PLATFORM 3",1639
"STUF","STUF","BOERSE STUTTGART - FREIVERKEHR - TECHNICAL PLATFORM 3",1640
"STXS","STXS","STX FIXED INCOME",1641
"SUNB","SUNB","SUNRISE BROKERS",1642
"SUNM","SUNM","SUNRISE - MTF",1643
"SUNO","SUNO","SUNRISE - OTF",1644
"SUNT","SUNT","SUN TRADING LLC",1645
"SVES","SVES","SVENSKA HANDELSBANKEN AB - SYSTEMATIC INTERNALISER",1646
"SVEX","SVEX","SVENSKA HANDELSBANKEN AB - SVEX",1647
"SVXI","SVXI","SAINT VINCENT AND THE GRENADINES SECURITIES EXCHANGE",1648
"SWAP","SWAP","SWAPSTREAM",1649
"SWBI","SWBI","SWEDBANK - SYSTEMATIC INTERNALISER",1650
"SWEE","SWEE","SWEDBANK ESTONIA - SYSTEMATIC INTERNALISER",1651
"SWLT","SWLT","SWEDBANK LITHUANIA - SYSTEMATIC INTERNALISER",1652
"SWLV","SWLV","SWEDBANK LATVIA - SYSTEMATIC INTERNALISER",1653
"SXSI","SXSI","SAXO BANK A/S",1654
"SYFX","SYFX","SYNOPTION",1655
"SZSC","SZSC","STOCK EXCHANGE OF HONG KONG LIMITED - SHENZHEN - HONG KONG STOCK CONNECT",1656
"T212","T212","TRADING 212 LIMITED - SYSTEMATIC INTERNALISER",1657
"TBEN","TBEN","TULLETT PREBON PLC - TP ENERGY",1658
"TBLA","TBLA","TULLETT PREBON PLC - TP TRADEBLADE",1659
"TBSA","TBSA","WARSAW STOCK EXCHANGE/BONDS/TREASURY BOND/BONDSPOT/B2C MARKET/MTF",1660
"TBSP","TBSP","WARSAW STOCK EXCHANGE/BONDS/BONDSPOT/TREASURY BOND MARKET",1661
"TCDS","TCDS","TRADITION OTF",1662
"TCME","TCME","TFS CME DIRECT",1663
"TCML","TCML","TIDE CM",1664
"TDBL","TDBL","TORONTO DOMINION BANK - LONDON BRANCH",1665
"TDGF","TDGF","TD SECURITIES",1666
"TDON","TDON","TRADITION PARIS - TSAF",1667
"TECO","TECO","TULLETT PREBON EUROPE - OTF - COMMODITY AND ENERGY DERIVATIVES",1668
"TEEG","TEEG","TULLETT PREBON SECURITIES - OTF - EUROPEAN GOVERNMENT BONDS",1669
"TEFD","TEFD","TULLETT PREBON EUROPE -  MTF - FX DERIVATIVES",1670
"TEFX","TEFX","TULLETT PREBON EUROPE - OTF - FX DERIVATIVES",1671
"TEGB","TEGB","TULLETT PREBON EUROPE - OTF - GOVERNMENT BONDS EXCLUDING UK GILTS",1672
"TEGI","TEGI","TULLETT PREBON EUROPE - OTF - GOVERNMENT BONDS - UK GILTS",1673
"TEIR","TEIR","TULLETT PREBON EUROPE - OTF - INTEREST RATE DERIVATIVES",1674
"TEMB","TEMB","TULLETT PREBON EUROPE -  MTF - GOVERNMENT BONDS EXCLUDING UK GILTS",1675
"TEMC","TEMC","TULLETT PREBON EUROPE -  MTF - COMMODITIES AND ENERGY DERIVATIVES",1676
"TEMF","TEMF","TULLETT PREBON EUROPE -  MTF - CORPORATE BONDS AND SECURITISED DEBT",1677
"TEMG","TEMG","TULLETT PREBON EUROPE -  MTF - GOVERNMENT BONDS - UK GILTS",1678
"TEMI","TEMI","TULLETT PREBON EUROPE -  MTF - MONEY MARKETS",1679
"TEMM","TEMM","TULLETT PREBON EUROPE - OTF - MONEY MARKET INSTRUMENTS",1680
"TEMR","TEMR","TULLETT PREBON EUROPE -  MTF - REPOS",1681
"TEOF","TEOF","TULLETT PREBON EUROPE - OTF - PREBON FX DERIVATIVES",1682
"TEPF","TEPF","TULLETT PREBON EUROPE - OTF - PARIS - CORPORATE BONDS AND SECURITISED DEBT",1683
"TEPG","TEPG","TULLETT PREBON EUROPE - OTF - PARIS - GOVERNMENT BONDS - EXCLUDING GILTS",1684
"TEPI","TEPI","TULLETT PREBON EUROPE - OTF - PARIS - INTEREST RATE DERIVATIVES",1685
"TEPM","TEPM","TULLETT PREBON EUROPE - OTF - PARIS - MONEY MARKET INSTRUMENTS",1686
"TEPR","TEPR","TULLETT PREBON EUROPE - OTF - PARIS - REPOS",1687
"TEPX","TEPX","TULLETT PREBON EUROPE - OTF - PARIS - FX DERIVATIVES",1688
"TERA","TERA","TERAEXCHANGE",1689
"TERE","TERE","TULLETT PREBON EUROPE - OTF - REPOS",1690
"TERM","TERM","TP ICAP FX HUB",1691
"TEUR","TEUR","TRADITION ESPANA OTF",1692
"TFEX","TFEX","THAILAND FUTURES EXCHANGE",1693
"TFSA","TFSA","TFS GREEN AUSTRALIAN GREEN MARKETS",1694
"TFSC","TFSC","TFS GREEN CARBON CREDIT GLOBAL MARKETS",1695
"TFSD","TFSD","T.F.S. DERIVATIVES HK LIMITED",1696
"TFSE","TFSE","TFS GREEN EUROPEAN GREEN MARKETS",1697
"TFSG","TFSG","TRADITION ENERGY",1698
"TFSS","TFSS","TFS VARIANCE SWAPS SYSTEM",1699
"TFSU","TFSU","TFS GREEN UNITED STATES GREEN MARKETS",1700
"TFSV","TFSV","VOLBROKER",1701
"TGAT","TGAT","TRADEGATE EXCHANGE",1702
"TGSI","TGSI","TRADEGATE EXCHANGE - SYSTEMATIC INTERNALISER",1703
"THEM","THEM","THEMIS TRADING LLC",1704
"THRD","THRD","THIRD MARKET CORPORATION",1705
"THRE","THRE","REFINITIV US SEF LLC",1706
"TIRD","TIRD","TULLETT PREBON EUROPE - MTF - INTEREST RATE DERIVATIVES",1707
"TLAB","TLAB","TRADINGLAB",1708
"TLCM","TLCM","LOUIS CAPITAL MARKETS EU",1709
"TMCC","TMCC","ICE TMC",1710
"TMCY","TMCY","TRADING 212 MARKETS LIMITED - SYSTEMATIC INTERNALISER",1711
"TMEX","TMEX","TURKISH MERCANTILE EXCHANGE",1712
"TMID","TMID","TRUMID ATS",1713
"TMTS","TMTS","EUROBENCHMARK TRES. BILLS",1714
"TMUK","TMUK","TRUMID FINANCIAL UK LIMITED",1715
"TMXS","TMXS","TMX SELECT",1716
"TNLA","TNLA","EURONEXT - TRADED BUT NOT LISTED AMSTERDAM",1717
"TNLB","TNLB","EURONEXT - TRADING FACILITY BRUSSELS",1718
"TNLK","TNLK","EURONEXT BLOCKS",1719
"TNLL","TNLL","EURONEXT - TRADING FACILITY LONDON",1720
"TOCP","TOCP","TORA CROSSPOINT",1721
"TOMD","TOMD","TOM MTF DERIVATIVES MARKET",1722
"TOMF","TOMF","TULLETT PREBON EUROPE - OTF - MADRID - CORPORATE BONDS AND SECURITISED DEBT",1723
"TOMG","TOMG","TULLETT PREBON EUROPE - OTF - MADRID - GOVERNMENT BONDS - EXCLUDING GILTS",1724
"TOMX","TOMX","TOM MTF CASH MARKETS",1725
"TOWR","TOWR","TOWER RESEARCH CAPITAL EUROPE - SYSTEMATIC INTERNALISER",1726
"TPCD","TPCD","TULLETT PREBON PLC - TP CREDITDEAL",1727
"TPDE","TPDE","TULLETT PREBON SECURITIES - FRANKFURT - OTF",1728
"TPEE","TPEE","TP ICAP EU - MTF - EQUITY AND ETF",1729
"TPEL","TPEL","TULLETT PREBON (EUROPE) LIMITED",1730
"TPEO","TPEO","TULLETT PREBON EUROPE - OTF",1731
"TPEQ","TPEQ","TULLETT PREBON PLC - TP EQUITYTRADE",1732
"TPER","TPER","TULLETT PREBON EU OTF - REGISTRATION",1733
"TPES","TPES","TULLETT PREBON EUROPE - OTF - MADRID",1734
"TPEU","TPEU","TULLETT PREBON EU OTF",1735
"TPFD","TPFD","TULLETT PREBON PLC - TP FORWARDDEAL",1736
"TPFR","TPFR","TULLETT PREBON EUROPE - OTF - PARIS",1737
"TPIC","TPIC","TP ICAP EU - MTF",1738
"TPID","TPID","TP ICAP - UK - DIGITAL ASSETS",1739
"TPIE","TPIE","THE PROPERTY INVESTMENT EXCHANGE",1740
"TPIM","TPIM","THE PROPERTY INVESTMENT MARKET",1741
"TPIO","TPIO","TP ICAP EU - MTF - ORDERBOOK",1742
"TPIR","TPIR","TP ICAP EU - MTF - REGISTRATION",1743
"TPIS","TPIS","TULLETT PREBON - INSTITUTIONAL SERVICES - OTF",1744
"TPLF","TPLF","TULLETT PREBON - INSTITUTIONAL SERVICES - LIQUIDITY CHAIN - OTF - CORPORATE BONDS AND SECURITISED DEBT",1745
"TPMF","TPMF","TULLETT PREBON - INSTITUTIONAL SERVICES - MIREXA - OTF - CORPORATE BONDS AND SECURITISED DEBT",1746
"TPMG","TPMG","TULLETT PREBON - INSTITUTIONAL SERVICES - MIREXA - OTF - GOVERNMENT BONDS",1747
"TPRE","TPRE","TULLETT PREBON PLC - TP REPO",1748
"TPSD","TPSD","TULLETT PREBON PLC - TP SWAPDEAL",1749
"TPSE","TPSE","TP SEF, INC.",1750
"TPSL","TPSL","TULLETT PREBON SECURITIES - MTF",1751
"TPSO","TPSO","TP UK OTF",1752
"TPSP","TPSP","TULLETT PREBON PLC - TP SPOTDEAL",1753
"TPSV","TPSV","TPSEF, INC - VOICE",1754
"TPSY","TPSY","TULLETT PREBON - INSTITUTIONAL SERVICES - TPSYNREX - OTF - CORPORATE BONDS AND SECURITISED DEBT",1755
"TQEA","TQEA","TURQUOISE EUROPE - LIT AUCTIONS",1756
"TQEB","TQEB","TURQUOISE EUROPE - NYLON CASH ORDER BOOK",1757
"TQEM","TQEM","TURQUOISE EUROPE - DARK",1758
"TQEX","TQEX","TURQUOISE EUROPE",1759
"TRAI","TRAI","TRAIANA INC",1760
"TRAL","TRAL","REFINITIV TRANSACTIONS SERVICES LIMITED - FXALL RFQ",1761
"TRAS","TRAS","TRADITION ASIA LIMITED",1762
"TRAX","TRAX","MARKETAXESS POST-TRADE LIMITED - APA",1763
"TRCK","TRCK","TRACK ECN",1764
"TRCX","TRCX","TOWER RESEARCH CAPITAL TRCX",1765
"TRDC","TRDC","TFS CURRENCIES PTE LTD",1766
"TRDE","TRDE","TRADITION",1767
"TRDX","TRDX","TRAD-X",1768
"TREA","TREA","TRADEWEB EUROPE LIMITED - APA",1769
"TREO","TREO","TRADEWEB EUROPE LIMITED - OTF",1770
"TREU","TREU","TRADEWEB EUROPE LIMITED",1771
"TRFW","TRFW","REFINITIV TRANSACTION SERVICES LIMITED - FORWARDS MATCHING",1772
"TRFX","TRFX","TRADEWEB FX OPTIONS",1773
"TRNL","TRNL","MARKETAXESS POST-TRADE B.V. - APA",1774
"TRPX","TRPX","MERJ EXCHANGE LIMITED",1775
"TRQA","TRQA","TURQUOISE LIT AUCTIONS",1776
"TRQB","TRQB","TURQUOISE NYLON CASH ORDER BOOK",1777
"TRQC","TRQC","TURQUOISE NYLON CLEARED CONTRACT",1778
"TRQD","TRQD","TURQUOISE DERIVATIVES MARKET",1779
"TRQM","TRQM","TURQUOISE PLATO",1780
"TRQS","TRQS","TURQUOISE SWAPMATCH",1781
"TRQX","TRQX","TURQUOISE",1782
"TRSI","TRSI","TOWER RESEARCH CAPITAL EUROPE LTD",1783
"TRU1","TRU1","TRUEEX LLC - DESIGNATED CONTRACT MARKET (DMC)",1784
"TRU2","TRU2","TRUEEX LLC - SEF (SWAP EXECUTION FACILITY)",1785
"TRUK","TRUK","TRADING 212 UK LIMITED",1786
"TRUX","TRUX","TRUEEX LLC",1787
"TRWB","TRWB","TRADEWEB LLC",1788
"TRXE","TRXE","TRAD-X EUROPE",1789
"TSAD","TSAD","TRADITION SECURITIES AND DERIVATIVES INC.",1790
"TSAF","TSAF","TSAF OTC - OTF",1791
"TSBX","TSBX","DBOT ATS, LLC",1792
"TSCB","TSCB","TP UK OTF - CORPORATE BONDS",1793
"TSCD","TSCD","TP UK OTF - CREDIT DERIVATIVES",1794
"TSED","TSED","TP UK OTF - EQUITY DERIVATIVES",1795
"TSEF","TSEF","TRADITION SEF",1796
"TSFF","TSFF","TULLETT PREBON SECURITIES - FRANKFURT - OTF - CORPORATE BONDS AND SECURITISED DEBT",1797
"TSFG","TSFG","TULLETT PREBON SECURITIES - FRANKFURT - OTF - GOVERNMENT BONDS - EX GILTS",1798
"TSFI","TSFI","TP UK OTF - CORPORATE BONDS AND SECURITISED DEBT",1799
"TSFX","TSFX","TP UK OTF - FX DERIVATIVES",1800
"TSGB","TSGB","TP UK OTF - GOVERNMENT BONDS EXCLUDING UK GILTS",1801
"TSGI","TSGI","TP UK OTF - GOVERNMENT BONDS - UK GILTS",1802
"TSIG","TSIG","TRADITION SINGAPORE PTE. LTD.",1803
"TSIR","TSIR","TP UK OTF - INTEREST RATE DERIVATIVES",1804
"TSMB","TSMB","TULLETT PREBON SECURITIES - MTF - CORPORATE BONDS AND SECURITISED DEBT",1805
"TSMC","TSMC","TULLETT PREBON SECURITIES - MTF - CREDIT DERIVATIVES",1806
"TSMG","TSMG","TULLETT PREBON SECURITIES - MTF - GOVERNMENT BONDS EXCLUDING UK GILTS",1807
"TSMI","TSMI","TULLETT PREBON SECURITIES - MTF - MONEY MARKET INSTRUMENTS",1808
"TSMM","TSMM","TP UK OTF - MONEY MARKET INSTRUMENTS",1809
"TSMR","TSMR","TULLETT PREBON SECURITIES - MTF - REPOS",1810
"TSRE","TSRE","TP UK OTF - REPOS",1811
"TSUK","TSUK","TULLETT PREBON SECURITIES - MTF - GOVERNMENT BONDS - UK GILTS",1812
"TUOB","TUOB","TP UK OTF - ORDERBOOK",1813
"TWEA","TWEA","TRADEWEB EU BV - APA",1814
"TWEM","TWEM","TRADEWEB EU BV - MTF",1815
"TWEO","TWEO","TRADEWEB EU BV - OTF",1816
"TWEU","TWEU","TRADEWEB EU BV",1817
"TWGP","TWGP","TRADEWEB EUROPE LIMITED - GLOBAL TRADING PLATFORM",1818
"TWHK","TWHK","TRADEWEB EUROPE LIMITED - HONG KONG",1819
"TWJP","TWJP","TRADEWEB JAPAN KK - PTS",1820
"TWJT","TWJT","TRADEWEB JAPAN KK - ETP",1821
"TWSF","TWSF","TW SEF LLC",1822
"TWSG","TWSG","TRADEWEB EUROPE LIMITED - SINGAPORE",1823
"UBCZ","UBCZ","UNICREDIT BANK CZECH REPUBLIC AND SLOVAKIA, A.S.",1824
"UBEC","UBEC","UNIVERSAL BARTER EXCHANGE CREDIT UNION",1825
"UBIM","UBIM","UBI BANCA - SYSTEMATIC INTERNALISER",1826
"UBIN","UBIN","UNION BANK OF INDIA UK LTD",1827
"UBIS","UBIS","UNIPOL BANCA S.P.A.",1828
"UBSA","UBSA","UBS ATS",1829
"UBSB","UBSB","UBS AG LONDON BRANCH - TRADING",1830
"UBSC","UBSC","UBS PIN-FX",1831
"UBSD","UBSD","UBS EUROPE SE",1832
"UBSE","UBSE","UBS PIN (EMEA)",1833
"UBSF","UBSF","UBS FX",1834
"UBSG","UBSG","UBS TRADING",1835
"UBSI","UBSI","UBS EUROPE SE - SYSTEMATIC INTERNALISER",1836
"UBSL","UBSL","UBS EUROPE SE - TRADING",1837
"UBSP","UBSP","UBS PIN (UBS PRICE IMPROVEMENT NETWORK)",1838
"UBSS","UBSS","UBS SECURITIES LLC",1839
"UBST","UBST","UBS TRADING",1840
"UBSX","UBSX","UBS CROSS",1841
"UBSY","UBSY","UBS AG LONDON BRANCH - SYSTEMATIC INTERNALISER",1842
"UCBA","UCBA","UNICREDIT BANK AUSTRIA AG",1843
"UCBG","UCBG","UNICREDIT BULBANK AD - SYSTEMATIC INTERNALISER",1844
"UCDE","UCDE","UNICREDIT BANK AG - SYSTEMATIC INTERNALISER",1845
"UCHU","UCHU","UNICREDIT BANK HUNGARY ZRT. - SYSTEMATIC INTERNALISER",1846
"UCIT","UCIT","UNICREDIT SPA - SYSTEMATIC INTERNALISER",1847
"UFEX","UFEX","UFEX",1848
"UGEN","UGEN","UNITEDBLOCKTRADE",1849
"UICE","UICE","UKRAINIAN INTERBANK CURRENCY EXCHANGE",1850
"UKCA","UKCA","CREDIT AGRICOLE CIB UK BRANCH - SYSTEMATIC INTERNALISER",1851
"UKEX","UKEX","UKRAINIAN EXCHANGE",1852
"UKGD","UKGD","MTS UK",1853
"UKOR","UKOR","TP ICAP UK MTF - ORDERBOOK",1854
"UKPX","UKPX","APX POWER UK",1855
"UKRE","UKRE","TP ICAP UK MTF - REGISTRATION",1856
"ULTX","ULTX","ALT XCHANGE (U)",1857
"UMTS","UMTS","MTS CEDULAS MARKET",1858
"UNGB","UNGB","UNICREDIT BANK AG - LONDON BRANCH - UK SYSTEMATIC INTERNALISER",1859
"URCE","URCE","REGIONAL EXCHANGE CENTRE - MICEX URAL",1860
"USEF","USEF","360 TRADING NETWORKS INC.",1861
"USOB","USOB","NASDAQ STOCKHOLM AB - OTC USD WB EQ DERIVATIVES",1862
"USWB","USWB","NASDAQ STOCKHOLM AB - USD WB EQ DERIVATIVES",1863
"USWP","USWP","EUROMTS LIMITED",1864
"UTSL","UTSL","UEDA TRADITION SECURITIES LTD.",1865
"VABD","VABD","ICE BONDPOINT",1866
"VAGL","VAGL","VIRTUAL AUCTION GLOBAL LIMITED",1867
"VAGM","VAGM","VIRTUAL AUCTION GLOBAL MARKETS - MTF",1868
"VALX","VALX","VIRTU CLIENT MARKET MAKING",1869
"VCMO","VCMO","VANTAGE CAPITAL MARKETS LLP - OTF",1870
"VCRS","VCRS","VIRTU MATCHIT - CONDITIONAL ROOM",1871
"VDRK","VDRK","TSX VENTURE EXCHANGE - DRK",1872
"VEGA","VEGA","VEGA-CHI",1873
"VERT","VERT","VERTICAL",1874
"VFCM","VFCM","VIRTU FINANCIAL CAPITAL MARKETS LLC",1875
"VFEX","VFEX","VICTORIA FALLS STOCK EXCHANGE",1876
"VFGB","VFGB","VIRTU FINANCIAL IRELAND LIMITED (LONDON BRANCH) - SYSTEMATIC INTERNALISER",1877
"VFIL","VFIL","VIRTU FINANCIAL IRELAND LIMITED",1878
"VFMI","VFMI","VIRTU MATCHIT - MAIN CROSSING SESSION",1879
"VFSI","VFSI","VIRTU FINANCIAL IRELAND LIMITED - SYSTEMATIC INTERNALISER",1880
"VFUK","VFUK","VIRTU FINANCIAL IRELAND LIMITED (LONDON BRANCH) - SYSTEMATIC INTERNALISER",1881
"VFXO","VFXO","VIRTU FINANCIAL IRELAND LIMITED - OTC",1882
"VIRT","VIRT","VIRTU FINANCIAL BD",1883
"VIUK","VIUK","POSIT UK",1884
"VKAB","VKAB","KABU.COMPTS-VWAP",1885
"VLEX","VLEX","VONTOBEL LIQUIDITY EXTENDER",1886
"VMFX","VMFX","THE FAROESE SECURITIES MARKET",1887
"VMTS","VMTS","MTS SLOVENIA",1888
"VNDM","VNDM","WALL STREET ACCESS NYC - VNDM",1889
"VOLA","VOLA","TRADITION - VOLATIS",1890
"VONT","VONT","BANK VONTOBEL EUROPE AG - SYSTEMATIC INTERNALISER",1891
"VPXB","VPXB","EURONEXT - VENTES PUBLIQUES BRUSSELS",1892
"VRXP","VRXP","NYSE EURONEXT - COMPARTIMENT DES VALEURS RADIEES PARIS",1893
"VTBC","VTBC","VTB CAPITAL PLC - SYSTEMATIC INTERNALISER",1894
"VTEX","VTEX","VORTEX",1895
"VTLS","VTLS","TRADELINK",1896
"VTPS","VTPS","TRADEPLUS",1897
"VUSA","VUSA","VIRTU AMERICAS LLC",1898
"VWDA","VWDA","VWD - APA SERVICE",1899
"VWDX","VWDX","VWD TRANSACTIONSOLUTIONS AG",1900
"WABR","WABR","WALL STREET ACCESS NYC",1901
"WBAH","WBAH","WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)",1902
"WBCL","WBCL","WARSAW STOCK EXCHANGE/BONDS/CATALYST/LISTING",1903
"WBDM","WBDM","WIENER BOERSE AG VIENNA MTF (VIENNA MTF)",1904
"WBGF","WBGF","WIENER BOERSE AG GEREGELTER FREIVERKEHR (SECOND REGULATED MARKET)",1905
"WBKP","WBKP","BANK ZACHODNI WBK S.A. - SYSTEMATIC INTERNALISER",1906
"WBLC","WBLC","WARSAW STOCK EXCHANGE/BONDS/CATALYST/LISTING",1907
"WBON","WBON","WARSAW STOCK EXCHANGE/ BONDS/CATALYST/MAIN MARKET",1908
"WCDE","WCDE","WARSAW STOCK EXCHANGE/COMMODITY DERIVATIVES",1909
"WCLK","WCLK","ICAP WCLK",1910
"WDER","WDER","WARSAW STOCK EXCHANGE/FINANCIAL DERIVATIVES",1911
"WEED","WEED","WEEDEN AND CO MARKETS",1912
"WELN","WELN","WEL - SYSTEMATIC INTERNALISER",1913
"WELS","WELS","WELLS FARGO SECURITIES, LLC - CASH EQUITIES",1914
"WELX","WELX","WELLS FARGO LIQUIDITY CROSS ATS",1915
"WETP","WETP","WARSAW STOCK EXCHANGE/ ETPS",1916
"WFLB","WFLB","WELLS FARGO BANK NA - LONDON BRANCH - SYSTEMATIC INTERNALISER",1917
"WFSE","WFSE","WELLS FARGO SECURITIES EUROPE, S.A.",1918
"WGAS","WGAS","WARSAW STOCK EXCHANGE/COMMODITIES/POLISH POWER EXCHANGE/GAS",1919
"WIND","WIND","WARSAW STOCK EXCHANGE/INDICES",1920
"WINS","WINS","WINTERFLOOD SECURITIES LIMITED - ELECTRONIC PLATFORM",1921
"WINX","WINX","WINTERFLOOD SECURITIES LIMITED - MANUAL TRADING",1922
"WIPO","WIPO","WARSAW STOCK EXCHANGE - OTHER THAN XOFF OR XXXX",1923
"WMTF","WMTF","WARSAW STOCK EXCHANGE/BONDS/CATALYST/MTF",1924
"WOOD","WOOD","WOOD & COMPANY FINANCIAL SERVICES, A.S. - SYSTEMATIC INTERNALISER",1925
"WOPO","WOPO","WARSAW STOCK EXCHANGE - SPO BOOK BUILDING",1926
"WQXL","WQXL","EURONEXT - MARKET WITHOUT QUOTATIONS LISBON",1927
"WSAG","WSAG","WALL STREET ACCESS",1928
"WSIL","WSIL","WELLS FARGO SECURITIES INTERNATIONAL",1929
"WSIN","WSIN","WESTPAC BANKING CORPORATION - SYSTEMATIC INTERNALISER",1930
"XA1X","XA1X","A1",1931
"XABC","XABC","ABG SUNDAL COLLIER AB - SYSTEMATIC INTERNALISER",1932
"XABG","XABG","ABG SUNDAL COLLIER ASA - SYSTEMATIC INTERNALISER",1933
"XABJ","XABJ","BOURSE DES VALEURS ABIDJAN",1934
"XABX","XABX","ABAXX EXCHANGE",1935
"XACE","XACE","AMSTERDAM COMMODITY EXCHANGE",1936
"XADE","XADE","ATHENS EXCHANGE S.A. DERIVATIVES MARKET",1937
"XADF","XADF","FINRA ALTERNATIVE DISPLAY FACILITY (ADF)",1938
"XADS","XADS","ABU DHABI SECURITIES EXCHANGE",1939
"XAEX","XAEX","AEX-AGRICULTURAL FUTURES EXCHANGE",1940
"XAFR","XAFR","ALTERNATIVA FRANCE",1941
"XAFX","XAFX","AFRICAN STOCK EXCHANGE",1942
"XAIM","XAIM","AIM ITALIA - MERCATO ALTERNATIVO DEL CAPITALE",1943
"XALB","XALB","ALBERTA STOCK EXCHANGE, THE",1944
"XALG","XALG","ALGIERS STOCK EXCHANGE",1945
"XALS","XALS","ALBANIA SECURITIES EXCHANGE",1946
"XALT","XALT","ALTEX - ATS",1947
"XAMM","XAMM","AMMAN STOCK EXCHANGE",1948
"XAMS","XAMS","EURONEXT - EURONEXT AMSTERDAM",1949
"XANT","XANT","BEURS VAN ANTWERPEN (ANTWERP STOCK EXCHANGE)",1950
"XAOM","XAOM","AUSTRALIAN OPTIONS MARKET",1951
"XAPA","XAPA","EURONEXT - APA",1952
